TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency,workflowRunId,workflowStepId
2026-05-16 11:16:37,1778930197120,earmuffsgemach.com/api/health,GET,,500,99zss-1778930195995-5c948313aec4,undici,error,production,main,MISS,function,/api,earmuffsgemach.com,earmuffsgemach.com,dpl_Bi7LwrcvwAypP1cUX8A8PFLQQ2jd,,,,,"Error [ERR_MODULE_NOT_FOUND]: Cannot find module '/var/task/server/storage' imported from /var/task/server/geocoder.js
    at finalizeResolution (node:internal/modules/esm/resolve:281:11)
    at moduleResolve (node:internal/modules/esm/resolve:871:10)
    at moduleResolveWithNodePath (node:internal/modules/esm/resolve:997:14)
    at defaultResolve (node:internal/modules/esm/resolve:1040:79)
    at #cachedDefaultResolve (node:internal/modules/esm/loader:719:20)
    at #resolveAndMaybeBlockOnLoaderThread (node:internal/modules/esm/loader:736:38)
    at ModuleLoader.resolveSync (node:internal/modules/esm/loader:765:52)
    at #resolve (node:internal/modules/esm/loader:701:17)
    at ModuleLoader.getOrCreateModuleJob (node:internal/modules/esm/loader:621:35)
    at ModuleJob.syncLink (node:internal/modules/esm/module_job:160:33) {
  code: 'ERR_MODULE_NOT_FOUND',
  url: 'file:///var/task/server/storage'
}
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_CENDQJ4CSXzZudulAiAzV1dLEABB,,,,,,,
2026-05-16 11:16:35,1778930195995,earmuffsgemach.com/api/health,GET,,500,99zss-1778930195995-5c948313aec4,undici,,production,main,MISS,function,/api,earmuffsgemach.com,earmuffsgemach.com,dpl_Bi7LwrcvwAypP1cUX8A8PFLQQ2jd,1096,iad1,-1,2048,,prj_CENDQJ4CSXzZudulAiAzV1dLEABB,,,01KRR817H600JFZQDRTVRJKTKH,,-1,,
2026-05-16 11:16:37,1778930197145,earmuffsgemach.com/api/locations,GET,,500,5lvkj-1778930195988-43ecf6b7c983,undici,error,production,main,MISS,function,/api,earmuffsgemach.com,earmuffsgemach.com,dpl_Bi7LwrcvwAypP1cUX8A8PFLQQ2jd,,,,,"Error [ERR_MODULE_NOT_FOUND]: Cannot find module '/var/task/server/storage' imported from /var/task/server/geocoder.js
    at finalizeResolution (node:internal/modules/esm/resolve:281:11)
    at moduleResolve (node:internal/modules/esm/resolve:871:10)
    at moduleResolveWithNodePath (node:internal/modules/esm/resolve:997:14)
    at defaultResolve (node:internal/modules/esm/resolve:1040:79)
    at #cachedDefaultResolve (node:internal/modules/esm/loader:719:20)
    at #resolveAndMaybeBlockOnLoaderThread (node:internal/modules/esm/loader:736:38)
    at ModuleLoader.resolveSync (node:internal/modules/esm/loader:765:52)
    at #resolve (node:internal/modules/esm/loader:701:17)
    at ModuleLoader.getOrCreateModuleJob (node:internal/modules/esm/loader:621:35)
    at ModuleJob.syncLink (node:internal/modules/esm/module_job:160:33) {
  code: 'ERR_MODULE_NOT_FOUND',
  url: 'file:///var/task/server/storage'
}
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_CENDQJ4CSXzZudulAiAzV1dLEABB,,,,,,,
2026-05-16 11:16:35,1778930195988,earmuffsgemach.com/api/locations,GET,,500,5lvkj-1778930195988-43ecf6b7c983,undici,,production,main,MISS,function,/api,earmuffsgemach.com,earmuffsgemach.com,dpl_Bi7LwrcvwAypP1cUX8A8PFLQQ2jd,1123,iad1,-1,2048,,prj_CENDQJ4CSXzZudulAiAzV1dLEABB,,,01KRR817H3YRD3DHB02KVM782T,,-1,,
2026-05-16 11:16:16,1778930176534,www.earmuffsgemach.com/api/location-tree,GET,,500,wgvjh-1778930175359-ddaae63d0f1d,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",error,production,main,MISS,function,/api,www.earmuffsgemach.com,gemach-1t4mjk5ct-mooses-projects-7504e4bb.vercel.app,dpl_Bi7LwrcvwAypP1cUX8A8PFLQQ2jd,,,,,"Error [ERR_MODULE_NOT_FOUND]: Cannot find module '/var/task/server/storage' imported from /var/task/server/geocoder.js
    at finalizeResolution (node:internal/modules/esm/resolve:281:11)
    at moduleResolve (node:internal/modules/esm/resolve:871:10)
    at moduleResolveWithNodePath (node:internal/modules/esm/resolve:997:14)
    at defaultResolve (node:internal/modules/esm/resolve:1040:79)
    at #cachedDefaultResolve (node:internal/modules/esm/loader:719:20)
    at #resolveAndMaybeBlockOnLoaderThread (node:internal/modules/esm/loader:736:38)
    at ModuleLoader.resolveSync (node:internal/modules/esm/loader:765:52)
    at #resolve (node:internal/modules/esm/loader:701:17)
    at ModuleLoader.getOrCreateModuleJob (node:internal/modules/esm/loader:621:35)
    at ModuleJob.syncLink (node:internal/modules/esm/module_job:160:33) {
  code: 'ERR_MODULE_NOT_FOUND',
  url: 'file:///var/task/server/storage'
}
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_CENDQJ4CSXzZudulAiAzV1dLEABB,,,,,,,
2026-05-16 11:16:15,1778930175359,www.earmuffsgemach.com/api/location-tree,GET,,500,wgvjh-1778930175359-ddaae63d0f1d,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",,production,main,MISS,function,/api,www.earmuffsgemach.com,gemach-1t4mjk5ct-mooses-projects-7504e4bb.vercel.app,dpl_Bi7LwrcvwAypP1cUX8A8PFLQQ2jd,1146,iad1,-1,2048,,prj_CENDQJ4CSXzZudulAiAzV1dLEABB,,,01KRR80KCBYJCE3EJGTGRKC3NF,,-1,,
2026-05-16 11:16:16,1778930176501,www.earmuffsgemach.com/api/user,GET,,500,twcx4-1778930175359-80e6b1b558e9,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",error,production,main,MISS,function,/api,www.earmuffsgemach.com,gemach-1t4mjk5ct-mooses-projects-7504e4bb.vercel.app,dpl_Bi7LwrcvwAypP1cUX8A8PFLQQ2jd,,,,,"Error [ERR_MODULE_NOT_FOUND]: Cannot find module '/var/task/server/storage' imported from /var/task/server/geocoder.js
    at finalizeResolution (node:internal/modules/esm/resolve:281:11)
    at moduleResolve (node:internal/modules/esm/resolve:871:10)
    at moduleResolveWithNodePath (node:internal/modules/esm/resolve:997:14)
    at defaultResolve (node:internal/modules/esm/resolve:1040:79)
    at #cachedDefaultResolve (node:internal/modules/esm/loader:719:20)
    at #resolveAndMaybeBlockOnLoaderThread (node:internal/modules/esm/loader:736:38)
    at ModuleLoader.resolveSync (node:internal/modules/esm/loader:765:52)
    at #resolve (node:internal/modules/esm/loader:701:17)
    at ModuleLoader.getOrCreateModuleJob (node:internal/modules/esm/loader:621:35)
    at ModuleJob.syncLink (node:internal/modules/esm/module_job:160:33) {
  code: 'ERR_MODULE_NOT_FOUND',
  url: 'file:///var/task/server/storage'
}
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_CENDQJ4CSXzZudulAiAzV1dLEABB,,,,,,,
2026-05-16 11:16:15,1778930175359,www.earmuffsgemach.com/api/user,GET,,500,twcx4-1778930175359-80e6b1b558e9,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",,production,main,MISS,function,/api,www.earmuffsgemach.com,gemach-1t4mjk5ct-mooses-projects-7504e4bb.vercel.app,dpl_Bi7LwrcvwAypP1cUX8A8PFLQQ2jd,1115,iad1,-1,2048,,prj_CENDQJ4CSXzZudulAiAzV1dLEABB,,,01KRR80KC5DF9Y778QZ6MFYNZP,,-1,,
2026-05-16 11:16:04,1778930164279,earmuffsgemach.com/api/health,GET,,500,shzt7-1778930163055-fa7f1868f9c3,undici,error,production,main,MISS,function,/api,earmuffsgemach.com,earmuffsgemach.com,dpl_Bi7LwrcvwAypP1cUX8A8PFLQQ2jd,,,,,"Error [ERR_MODULE_NOT_FOUND]: Cannot find module '/var/task/server/storage' imported from /var/task/server/geocoder.js
    at finalizeResolution (node:internal/modules/esm/resolve:281:11)
    at moduleResolve (node:internal/modules/esm/resolve:871:10)
    at moduleResolveWithNodePath (node:internal/modules/esm/resolve:997:14)
    at defaultResolve (node:internal/modules/esm/resolve:1040:79)
    at #cachedDefaultResolve (node:internal/modules/esm/loader:719:20)
    at #resolveAndMaybeBlockOnLoaderThread (node:internal/modules/esm/loader:736:38)
    at ModuleLoader.resolveSync (node:internal/modules/esm/loader:765:52)
    at #resolve (node:internal/modules/esm/loader:701:17)
    at ModuleLoader.getOrCreateModuleJob (node:internal/modules/esm/loader:621:35)
    at ModuleJob.syncLink (node:internal/modules/esm/module_job:160:33) {
  code: 'ERR_MODULE_NOT_FOUND',
  url: 'file:///var/task/server/storage'
}
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_CENDQJ4CSXzZudulAiAzV1dLEABB,,,,,,,
2026-05-16 11:16:03,1778930163055,earmuffsgemach.com/api/health,GET,,500,shzt7-1778930163055-fa7f1868f9c3,undici,,production,main,MISS,function,/api,earmuffsgemach.com,earmuffsgemach.com,dpl_Bi7LwrcvwAypP1cUX8A8PFLQQ2jd,1194,iad1,-1,2048,,prj_CENDQJ4CSXzZudulAiAzV1dLEABB,,,01KRR807BW6HQFCVGQ4W533F5F,,-1,,
2026-05-16 11:15:13,1778930113684,earmuffsgemach.com/api/health,GET,,500,lzz9r-1778930110763-32c94294f4cc,undici,error,production,main,MISS,function,/api,earmuffsgemach.com,earmuffsgemach.com,dpl_Bi7LwrcvwAypP1cUX8A8PFLQQ2jd,,,,,"Error [ERR_MODULE_NOT_FOUND]: Cannot find module '/var/task/server/storage' imported from /var/task/server/geocoder.js
    at finalizeResolution (node:internal/modules/esm/resolve:281:11)
    at moduleResolve (node:internal/modules/esm/resolve:871:10)
    at moduleResolveWithNodePath (node:internal/modules/esm/resolve:997:14)
    at defaultResolve (node:internal/modules/esm/resolve:1040:79)
    at #cachedDefaultResolve (node:internal/modules/esm/loader:719:20)
    at #resolveAndMaybeBlockOnLoaderThread (node:internal/modules/esm/loader:736:38)
    at ModuleLoader.resolveSync (node:internal/modules/esm/loader:765:52)
    at #resolve (node:internal/modules/esm/loader:701:17)
    at ModuleLoader.getOrCreateModuleJob (node:internal/modules/esm/loader:621:35)
    at ModuleJob.syncLink (node:internal/modules/esm/module_job:160:33) {
  code: 'ERR_MODULE_NOT_FOUND',
  url: 'file:///var/task/server/storage'
}
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.
Error [ERR_MODULE_NOT_FOUND]: Cannot find module '/var/task/server/storage' imported from /var/task/server/geocoder.js
    at finalizeResolution (node:internal/modules/esm/resolve:281:11)
    at moduleResolve (node:internal/modules/esm/resolve:871:10)
    at moduleResolveWithNodePath (node:internal/modules/esm/resolve:997:14)
    at defaultResolve (node:internal/modules/esm/resolve:1040:79)
    at #cachedDefaultResolve (node:internal/modules/esm/loader:719:20)
    at #resolveAndMaybeBlockOnLoaderThread (node:internal/modules/esm/loader:736:38)
    at ModuleLoader.resolveSync (node:internal/modules/esm/loader:765:52)
    at #resolve (node:internal/modules/esm/loader:701:17)
    at ModuleLoader.getOrCreateModuleJob (node:internal/modules/esm/loader:621:35)
    at ModuleJob.syncLink (node:internal/modules/esm/module_job:160:33) {
  code: 'ERR_MODULE_NOT_FOUND',
  url: 'file:///var/task/server/storage'
}
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_CENDQJ4CSXzZudulAiAzV1dLEABB,,,,,,,
2026-05-16 11:15:10,1778930110763,earmuffsgemach.com/api/health,GET,,500,lzz9r-1778930110763-32c94294f4cc,undici,,production,main,MISS,function,/api,earmuffsgemach.com,earmuffsgemach.com,dpl_Bi7LwrcvwAypP1cUX8A8PFLQQ2jd,1150,iad1,-1,2048,,prj_CENDQJ4CSXzZudulAiAzV1dLEABB,,,01KRR7YM9MD7KYQDK3AJWRAM8R,,-1,,
2026-05-16 11:15:11,1778930111902,earmuffsgemach.com/api/admin/dashboard/summary,GET,,500,8x74j-1778930110755-3a82e51325ad,undici,error,production,main,MISS,function,/api,earmuffsgemach.com,earmuffsgemach.com,dpl_Bi7LwrcvwAypP1cUX8A8PFLQQ2jd,,,,,"Error [ERR_MODULE_NOT_FOUND]: Cannot find module '/var/task/server/storage' imported from /var/task/server/geocoder.js
    at finalizeResolution (node:internal/modules/esm/resolve:281:11)
    at moduleResolve (node:internal/modules/esm/resolve:871:10)
    at moduleResolveWithNodePath (node:internal/modules/esm/resolve:997:14)
    at defaultResolve (node:internal/modules/esm/resolve:1040:79)
    at #cachedDefaultResolve (node:internal/modules/esm/loader:719:20)
    at #resolveAndMaybeBlockOnLoaderThread (node:internal/modules/esm/loader:736:38)
    at ModuleLoader.resolveSync (node:internal/modules/esm/loader:765:52)
    at #resolve (node:internal/modules/esm/loader:701:17)
    at ModuleLoader.getOrCreateModuleJob (node:internal/modules/esm/loader:621:35)
    at ModuleJob.syncLink (node:internal/modules/esm/module_job:160:33) {
  code: 'ERR_MODULE_NOT_FOUND',
  url: 'file:///var/task/server/storage'
}
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_CENDQJ4CSXzZudulAiAzV1dLEABB,,,,,,,
2026-05-16 11:15:10,1778930110755,earmuffsgemach.com/api/admin/dashboard/summary,GET,,500,8x74j-1778930110755-3a82e51325ad,undici,,production,main,MISS,function,/api,earmuffsgemach.com,earmuffsgemach.com,dpl_Bi7LwrcvwAypP1cUX8A8PFLQQ2jd,1114,iad1,-1,2048,,prj_CENDQJ4CSXzZudulAiAzV1dLEABB,,,01KRR7YM9HHPWDKGARWB0S07Z0,,-1,,
2026-05-16 11:15:11,1778930111886,earmuffsgemach.com/api/locations,GET,,500,b82wt-1778930110754-ef3ba85f12b2,undici,error,production,main,MISS,function,/api,earmuffsgemach.com,earmuffsgemach.com,dpl_Bi7LwrcvwAypP1cUX8A8PFLQQ2jd,,,,,"Error [ERR_MODULE_NOT_FOUND]: Cannot find module '/var/task/server/storage' imported from /var/task/server/geocoder.js
    at finalizeResolution (node:internal/modules/esm/resolve:281:11)
    at moduleResolve (node:internal/modules/esm/resolve:871:10)
    at moduleResolveWithNodePath (node:internal/modules/esm/resolve:997:14)
    at defaultResolve (node:internal/modules/esm/resolve:1040:79)
    at #cachedDefaultResolve (node:internal/modules/esm/loader:719:20)
    at #resolveAndMaybeBlockOnLoaderThread (node:internal/modules/esm/loader:736:38)
    at ModuleLoader.resolveSync (node:internal/modules/esm/loader:765:52)
    at #resolve (node:internal/modules/esm/loader:701:17)
    at ModuleLoader.getOrCreateModuleJob (node:internal/modules/esm/loader:621:35)
    at ModuleJob.syncLink (node:internal/modules/esm/module_job:160:33) {
  code: 'ERR_MODULE_NOT_FOUND',
  url: 'file:///var/task/server/storage'
}
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_CENDQJ4CSXzZudulAiAzV1dLEABB,,,,,,,
2026-05-16 11:15:10,1778930110754,earmuffsgemach.com/api/locations,GET,,500,b82wt-1778930110754-ef3ba85f12b2,undici,,production,main,MISS,function,/api,earmuffsgemach.com,earmuffsgemach.com,dpl_Bi7LwrcvwAypP1cUX8A8PFLQQ2jd,1104,iad1,-1,2048,,prj_CENDQJ4CSXzZudulAiAzV1dLEABB,,,01KRR7YM9GAYNV52FXZ9Z2DHHR,,-1,,
